0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0.3
8	0
9	0.2
10	0.3
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0.1
28	0.2
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0.4
48	2.8
49	7.6
50	10
51	10.6
52	10.6
53	9.2
54	9.4
55	10.6
56	12.5
57	11.9
58	11.6
59	12.6
60	15.4
61	17
62	17.8
63	13
64	20
65	19.7
66	18.2
67	16.5
68	16.2
69	11.6
70	12.5
71	12.1
72	13.1
73	7.7
74	12
75	12.8
76	12.8
77	11.5
78	8.5
79	5.9
80	2.6
81	1
82	0.8
83	0.1
84	0
85	0
86	0
87	0
88	0.3
89	0.2
90	0
91	0
92	0
93	0
94	0
95	0
96	2.7
97	11.3
98	15.4
99	17.7
100	18.4
101	19.3
102	19.2
103	18.1
104	14.2
105	11.6
106	8.9
107	8.4
108	9.8
109	9.9
110	7.8
111	8.7
112	10.1
113	10.8
114	10.9
115	11
116	11
117	10.9
118	10.6
119	10.5
120	12.2
121	14.9
122	15.8
123	16.4
124	16.9
125	17.1
126	17.6
127	17.3
128	15.6
129	14.9
130	14.4
131	13.9
132	12.6
133	11.1
134	10
135	8.7
136	2.6
137	1
138	0.8
139	0.1
140	0.4
141	0.2
142	0
143	0
144	0
145	1.3
146	11
147	14.2
148	16.1
149	17.8
150	18.1
151	19.2
152	18.9
153	19
154	18.8
155	18.5
156	18
157	19.6
158	21.7
159	23.1
160	23.7
161	24.1
162	24.5
163	25
164	25.2
165	24.6
166	24.3
167	23.3
168	22.7
169	22.1
170	21.6
171	21.1
172	20.3
173	19.2
174	18
175	18.9
176	18.1
177	18.6
178	18.6
179	18.5
180	18.4
181	18.2
182	18.2
183	18.2
184	17.5
185	15.4
186	9.5
187	7.7
188	2.9
189	1.3
190	0.8
191	0.3
192	0.1
193	0.1
194	0
195	1.3
196	3.9
197	9.9
198	15.9
199	19.3
200	20.7
201	21.4
202	21.4
203	20.5
204	19
205	18.7
206	19.1
207	18.2
208	19.9
209	19.8
210	23.8
211	25.7
212	26.2
213	26.4
214	23.3
215	19.6
216	18.9
217	19.3
218	19.4
219	18.5
220	18.5
221	18.4
222	17.6
223	17.6
224	18
225	18.8
226	17.5
227	18
228	19.6
229	21.7
230	23.5
231	24.6
232	25
233	24.3
234	23.1
235	20.7
236	17.2
237	13.5
238	10.2
239	6.3
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0.2
255	4
256	6.5
257	8.4
258	9.7
259	10.1
260	9.2
261	9.6
262	8.5
263	7.1
264	6.4
265	7.5
266	6
267	6.4
268	6
269	5.9
270	5.3
271	5.8
272	4.3
273	0
274	0
275	0.3
276	6.7
277	12.7
278	16.9
279	18.7
280	19.1
281	20.5
282	20.5
283	19.7
284	19.9
285	20.4
286	20.9
287	21.4
288	21.9
289	22.4
290	22.1
291	21.4
292	20.8
293	20.3
294	20.5
295	19.3
296	18.3
297	18.1
298	17.7
299	16.3
300	15.9
301	15.7
302	15.2
303	14.4
304	14.6
305	14.8
306	15.7
307	14.3
308	14.4
309	10.6
310	7.5
311	4.2
312	2
313	0.6
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	2.5
324	6.1
325	7.5
326	7.2
327	7.6
328	9.1
329	12.1
330	13.8
331	13.6
332	12.8
333	13.9
334	13.6
335	13
336	13.2
337	13.4
338	13.3
339	11.6
340	8.5
341	2.5
342	0.1
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0.1
356	0.3
357	0.5
358	0.6
359	0.5
360	0.2
361	0
362	0
363	0
364	0
365	0
366	0
367	0.1
368	0
369	0
370	0
371	0.1
372	0.1
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0.2
396	3.6
397	6
398	6
399	6.1
400	7.3
401	10.6
402	12.8
403	14.9
404	14.7
405	15.2
